Date/Time	Latitude	Longitude	Speed [kn]	Course [deg]
2019-09-20T17:50	69.67955	18.99664	0.000	255.9
2019-09-20T18:00	69.67955	18.99665	0.001	11.2
2019-09-20T18:10	69.67955	18.99665	0.000	79.1
2019-09-20T18:20	69.67955	18.99665	0.000	108.2
2019-09-20T18:30	69.67955	18.99665	0.001	296.7
2019-09-20T18:40	69.67955	18.99665	0.001	164.1
2019-09-20T18:50	69.67941	18.99683	0.055	155.7
2019-09-20T19:00	69.68378	19.02527	3.889	66.1
2019-09-20T19:10	69.70577	19.04519	8.299	17.4
2019-09-20T19:20	69.73755	19.04487	11.441	359.8
2019-09-20T19:30	69.76527	19.10145	12.221	35.2
2019-09-20T19:40	69.77909	19.20138	13.398	68.2
2019-09-20T19:50	69.79237	19.30423	13.659	69.5
2019-09-20T20:00	69.80262	19.41134	13.819	74.5
2019-09-20T20:10	69.81563	19.51557	13.774	70.1
2019-09-20T20:20	69.82751	19.62155	13.840	71.9
2019-09-20T20:30	69.83913	19.72716	13.761	72.3
2019-09-20T20:40	69.86485	19.79651	12.639	42.8
2019-09-20T20:50	69.89505	19.85671	13.185	34.4
2019-09-20T21:00	69.91434	19.89519	8.419	34.4
2019-09-20T21:10	69.94229	19.95030	12.151	34.1
2019-09-20T21:20	69.97117	20.00871	12.653	34.7
2019-09-20T21:30	70.00019	20.06730	12.698	34.6
2019-09-20T21:40	70.02967	20.12746	12.942	34.9
2019-09-20T21:50	70.05962	20.18589	12.955	33.6
2019-09-20T22:00	70.09253	20.23073	13.065	24.9
2019-09-20T22:10	70.12660	20.26533	12.978	19.0
2019-09-20T22:20	70.16060	20.29812	12.882	18.1
2019-09-20T22:30	70.19409	20.33051	12.689	18.1
2019-09-20T22:40	70.22724	20.36294	12.573	18.3
2019-09-20T22:50	70.25954	20.39424	12.239	18.1
2019-09-20T23:00	70.28971	20.43964	12.181	26.9
2019-09-20T23:10	70.31849	20.50102	12.763	35.7
2019-09-20T23:20	70.34750	20.56225	12.810	35.4
2019-09-20T23:30	70.37649	20.62351	12.804	35.3
2019-09-20T23:40	70.40516	20.68454	12.686	35.5
2019-09-20T23:50	70.43396	20.74543	12.709	35.3
2019-09-21T00:00	70.46332	20.80802	12.985	35.5
2019-09-21T00:10	70.49181	20.86849	12.577	35.3
2019-09-21T00:20	70.52049	20.93004	12.699	35.6
2019-09-21T00:30	70.54917	20.99093	12.650	35.2
2019-09-21T00:40	70.57781	21.05105	12.580	34.9
2019-09-21T00:50	70.60636	21.11110	12.539	34.9
2019-09-21T01:00	70.63522	21.17132	12.640	34.7
2019-09-21T01:10	70.66511	21.23390	13.096	34.7
2019-09-21T01:20	70.69492	21.29680	13.090	34.9
2019-09-21T01:30	70.72394	21.35772	12.715	34.7
2019-09-21T01:40	70.75281	21.41871	12.672	34.8
2019-09-21T01:50	70.78213	21.48070	12.862	34.8
2019-09-21T02:00	70.81119	21.54236	12.762	34.9
2019-09-21T02:10	70.84000	21.60593	12.809	35.9
2019-09-21T02:20	70.86420	21.68586	12.847	47.3
2019-09-21T02:30	70.88861	21.76678	12.975	47.3
2019-09-21T02:40	70.91292	21.84737	12.912	47.3
2019-09-21T02:50	70.93745	21.92865	13.019	47.2
2019-09-21T03:00	70.96190	22.01045	13.034	47.5
2019-09-21T03:10	70.98653	22.09311	13.146	47.5
2019-09-21T03:20	71.01133	22.17673	13.259	47.6
2019-09-21T03:30	71.03646	22.26157	13.436	47.6
2019-09-21T03:40	71.06212	22.34780	13.676	47.5
2019-09-21T03:50	71.08720	22.43399	13.520	48.1
2019-09-21T04:00	71.11250	22.52036	13.581	47.8
2019-09-21T04:10	71.13771	22.60721	13.591	48.1
2019-09-21T04:20	71.16259	22.69259	13.377	47.9
2019-09-21T04:30	71.18741	22.77860	13.404	48.2
2019-09-21T04:40	71.21213	22.86460	13.373	48.2
2019-09-21T04:50	71.23657	22.95029	13.267	48.4
2019-09-21T05:00	71.26079	23.03522	13.141	48.4
2019-09-21T05:10	71.28492	23.11956	13.058	48.3
2019-09-21T05:20	71.30885	23.20474	13.076	48.7
2019-09-21T05:30	71.33278	23.28974	13.049	48.6
2019-09-21T05:40	71.35689	23.37562	13.161	48.7
2019-09-21T05:50	71.38050	23.45987	12.890	48.7
2019-09-21T06:00	71.40394	23.54445	12.870	49.0
2019-09-21T06:10	71.42742	23.62908	12.876	48.9
2019-09-21T06:20	71.45091	23.71392	12.886	48.9
2019-09-21T06:30	71.47434	23.79934	12.913	49.2
2019-09-21T06:40	71.49775	23.88441	12.871	49.0
2019-09-21T06:50	71.52089	23.96961	12.809	49.4
2019-09-21T07:00	71.54404	24.05521	12.836	49.5
2019-09-21T07:10	71.56696	24.13992	12.698	49.4
2019-09-21T07:20	71.58971	24.22387	12.584	49.3
2019-09-21T07:30	71.61221	24.30723	12.464	49.4
2019-09-21T07:40	71.63450	24.39131	12.470	49.9
2019-09-21T07:50	71.65692	24.47575	12.523	49.8
2019-09-21T08:00	71.67923	24.55958	12.434	49.7
2019-09-21T08:10	71.70166	24.64440	12.540	49.9
2019-09-21T08:20	71.72430	24.73047	12.689	50.0
2019-09-21T08:30	71.74697	24.81747	12.767	50.2
2019-09-21T08:40	71.76925	24.90365	12.599	50.4
2019-09-21T08:50	71.79130	24.98817	12.391	50.1
2019-09-21T09:00	71.81303	25.07212	12.262	50.3
2019-09-21T09:10	71.83483	25.15652	12.307	50.3
2019-09-21T09:20	71.85661	25.24039	12.246	50.2
2019-09-21T09:30	71.87775	25.32412	12.083	50.9
2019-09-21T09:40	71.89902	25.40800	12.114	50.8
2019-09-21T09:50	71.92018	25.49137	12.039	50.7
2019-09-21T10:00	71.94108	25.57423	11.928	50.8
2019-09-21T10:10	71.96179	25.65641	11.817	50.8
2019-09-21T10:20	71.98229	25.73761	11.677	50.8
2019-09-21T10:30	72.00270	25.81856	11.625	50.8
2019-09-21T10:40	72.02297	25.90094	11.712	51.4
2019-09-21T10:50	72.04306	25.98221	11.566	51.3
2019-09-21T11:00	72.06317	26.06438	11.643	51.5
2019-09-21T11:10	72.07899	26.14339	10.447	56.9
2019-09-21T11:20	72.07025	26.11339	4.579	226.6
2019-09-21T11:30	72.08722	26.16361	8.263	42.3
2019-09-21T11:40	72.10765	26.24496	11.627	50.7
2019-09-21T11:50	72.12786	26.32761	11.681	51.4
2019-09-21T12:00	72.14798	26.41001	11.631	51.4
2019-09-21T12:10	72.16993	26.48709	11.609	47.1
2019-09-21T12:20	72.19305	26.56088	11.635	44.3
2019-09-21T12:30	72.21604	26.63426	11.563	44.3
2019-09-21T12:40	72.23915	26.70834	11.642	44.3
2019-09-21T12:50	72.26242	26.78298	11.720	44.3
2019-09-21T13:00	72.28545	26.85751	11.640	44.5
2019-09-21T13:10	72.30842	26.93237	11.642	44.7
2019-09-21T13:20	72.33156	27.00764	11.713	44.6
2019-09-21T13:30	72.35495	27.08403	11.854	44.7
2019-09-21T13:40	72.38144	27.17072	13.430	44.7
2019-09-21T13:50	72.40744	27.25663	13.234	45.0
2019-09-21T14:00	72.43329	27.34232	13.171	45.0
2019-09-21T14:10	72.45931	27.42888	13.271	45.1
2019-09-21T14:20	72.48571	27.51696	13.475	45.1
2019-09-21T14:30	72.51210	27.60472	13.437	45.0
2019-09-21T14:40	72.53859	27.69439	13.601	45.4
2019-09-21T14:50	72.56246	27.78944	13.384	50.0
2019-09-21T15:00	72.58152	27.89411	13.210	58.7
2019-09-21T15:10	72.60706	27.98194	13.194	45.8
2019-09-21T15:20	72.63584	28.06135	13.425	39.5
2019-09-21T15:30	72.66464	28.14070	13.421	39.4
2019-09-21T15:40	72.69282	28.22250	13.411	40.8
2019-09-21T15:50	72.71879	28.31216	13.399	45.7
2019-09-21T16:00	72.74398	28.39975	13.034	45.9
2019-09-21T16:10	72.76865	28.48632	12.815	46.1
2019-09-21T16:20	72.79326	28.57327	12.825	46.2
2019-09-21T16:30	72.81796	28.66060	12.864	46.2
2019-09-21T16:40	72.84249	28.74727	12.761	46.2
2019-09-21T16:50	72.86634	28.83619	12.760	47.7
2019-09-21T17:00	72.89066	28.92401	12.779	46.7
2019-09-21T17:10	72.91554	29.00914	12.706	45.1
2019-09-21T17:20	72.93989	29.09689	12.763	46.6
2019-09-21T17:30	72.96427	29.18496	12.787	46.6
2019-09-21T17:40	72.98836	29.27264	12.675	46.8
2019-09-21T17:50	73.01237	29.36090	12.690	47.0
2019-09-21T18:00	73.03655	29.44981	12.772	47.0
2019-09-21T18:10	73.06068	29.53891	12.766	47.1
2019-09-21T18:20	73.08478	29.62719	12.687	46.8
2019-09-21T18:30	73.10853	29.71635	12.658	47.5
2019-09-21T18:40	73.13231	29.80574	12.673	47.5
2019-09-21T18:50	73.15596	29.89431	12.572	47.3
2019-09-21T19:00	73.17963	29.98339	12.604	47.4
2019-09-21T19:10	73.20338	30.07304	12.660	47.5
2019-09-21T19:20	73.22710	30.16375	12.723	47.8
2019-09-21T19:30	73.25085	30.25444	12.719	47.7
2019-09-21T19:40	73.27453	30.34499	12.682	47.7
2019-09-21T19:50	73.29841	30.43679	12.818	47.8
2019-09-21T20:00	73.32211	30.52913	12.806	48.2
2019-09-21T20:10	73.34577	30.62120	12.765	48.1
2019-09-21T20:20	73.36936	30.71359	12.764	48.2
2019-09-21T20:30	73.39286	30.80536	12.685	48.1
2019-09-21T20:40	73.41615	30.89681	12.598	48.2
2019-09-21T20:50	73.43939	30.98944	12.668	48.6
2019-09-21T21:00	73.46276	31.08256	12.728	48.6
2019-09-21T21:10	73.48599	31.17521	12.650	48.6
2019-09-21T21:20	73.50936	31.26854	12.724	48.6
2019-09-21T21:30	73.53262	31.36243	12.732	48.8
2019-09-21T21:40	73.55582	31.45634	12.710	48.9
2019-09-21T21:50	73.57881	31.55021	12.646	49.1
2019-09-21T22:00	73.60168	31.64388	12.593	49.1
2019-09-21T22:10	73.62460	31.73729	12.574	48.9
2019-09-21T22:20	73.64746	31.83131	12.598	49.2
2019-09-21T22:30	73.67012	31.92574	12.574	49.5
2019-09-21T22:40	73.69275	32.02058	12.588	49.6
2019-09-21T22:50	73.71542	32.11468	12.529	49.3
2019-09-21T23:00	73.73809	32.20936	12.564	49.4
2019-09-21T23:10	73.76051	32.30479	12.556	49.9
2019-09-21T23:20	73.78364	32.40293	12.916	49.8
2019-09-21T23:30	73.80674	32.50195	12.968	50.1
2019-09-21T23:40	73.83007	32.60077	12.994	49.7
2019-09-21T23:50	73.85314	32.69955	12.921	49.9
2019-09-22T00:00	73.87609	32.79930	12.960	50.3
2019-09-22T00:10	73.89920	32.89980	13.042	50.3
2019-09-22T00:20	73.92220	33.00009	12.988	50.3
2019-09-22T00:30	73.94527	33.10067	13.017	50.3
2019-09-22T00:40	73.96775	33.19998	12.773	50.6
2019-09-22T00:50	73.99022	33.29955	12.781	50.7
2019-09-22T01:00	74.01256	33.39900	12.730	50.8
2019-09-22T01:10	74.03445	33.49677	12.491	50.8
2019-09-22T01:20	74.05603	33.59299	12.289	50.8
2019-09-22T01:30	74.07800	33.69288	12.652	51.2
2019-09-22T01:40	74.10000	33.79272	12.643	51.2
2019-09-22T01:50	74.12189	33.89250	12.603	51.2
2019-09-22T02:00	74.14396	33.99298	12.688	51.2
2019-09-22T02:10	74.16619	34.09447	12.792	51.2
2019-09-22T02:20	74.18841	34.19762	12.905	51.6
2019-09-22T02:30	74.21075	34.30200	13.016	51.8
2019-09-22T02:40	74.23309	34.40621	12.992	51.7
2019-09-22T02:50	74.25541	34.51001	12.945	51.6
2019-09-22T03:00	74.27761	34.61466	12.972	51.9
2019-09-22T03:10	74.29991	34.72089	13.105	52.2
2019-09-22T03:20	74.32259	34.82897	13.319	52.1
2019-09-22T03:30	74.34541	34.93758	13.380	52.1
2019-09-22T03:40	74.36813	35.04656	13.374	52.2
2019-09-22T03:50	74.39070	35.15637	13.392	52.6
2019-09-22T04:00	74.41307	35.26567	13.299	52.7
2019-09-22T04:10	74.43548	35.37503	13.301	52.6
2019-09-22T04:20	74.45794	35.48424	13.287	52.5
2019-09-22T04:30	74.48012	35.59428	13.278	53.0
2019-09-22T04:40	74.50230	35.70450	13.281	53.0
2019-09-22T04:50	74.52428	35.81422	13.187	53.1
2019-09-22T05:00	74.54602	35.92355	13.092	53.2
2019-09-22T05:10	74.56783	36.03244	13.065	53.0
2019-09-22T05:20	74.58927	36.14151	12.985	53.5
2019-09-22T05:30	74.61056	36.25099	12.974	53.7
2019-09-22T05:40	74.63196	36.36018	12.965	53.5
2019-09-22T05:50	74.65337	36.47029	13.026	53.7
2019-09-22T06:00	74.67485	36.58058	13.042	53.6
2019-09-22T06:10	74.69619	36.69267	13.140	54.2
2019-09-22T06:20	74.71771	36.80544	13.218	54.1
2019-09-22T06:30	74.73925	36.91836	13.222	54.0
2019-09-22T06:40	74.76080	37.03136	13.218	54.0
2019-09-22T06:50	74.78208	37.14539	13.230	54.5
2019-09-22T07:00	74.80356	37.26030	13.325	54.5
2019-09-22T07:10	74.82504	37.37558	13.343	54.5
2019-09-22T07:20	74.84653	37.49124	13.361	54.6
2019-09-22T07:30	74.86782	37.60689	13.308	54.8
2019-09-22T07:40	74.88899	37.72311	13.313	55.0
2019-09-22T07:50	74.91006	37.83887	13.246	55.0
2019-09-22T08:00	74.93098	37.95430	13.177	55.1
2019-09-22T08:10	74.95196	38.07040	13.228	55.1
2019-09-22T08:20	74.97269	38.18695	13.200	55.5
2019-09-22T08:30	74.99337	38.30312	13.149	55.5
2019-09-22T08:40	75.01394	38.41953	13.135	55.6
2019-09-22T08:50	75.03442	38.53510	13.038	55.5
2019-09-22T09:00	75.05481	38.65163	13.081	55.8
2019-09-22T09:10	75.07521	38.76889	13.129	55.9
2019-09-22T09:20	75.09547	38.88647	13.111	56.2
2019-09-22T09:30	75.11576	39.00346	13.062	55.9
2019-09-22T09:40	75.13584	39.12056	13.015	56.2
2019-09-22T09:50	75.15576	39.23814	13.009	56.5
2019-09-22T10:00	75.17563	39.35641	13.039	56.7
2019-09-22T10:10	75.19555	39.47395	12.983	56.4
2019-09-22T10:20	75.21549	39.59284	13.078	56.6
2019-09-22T10:30	75.23525	39.71116	12.985	56.7
2019-09-22T10:40	75.25490	39.83020	13.008	57.0
2019-09-22T10:50	75.27445	39.95020	13.050	57.3
2019-09-22T11:00	75.29393	40.06884	12.919	57.1
2019-09-22T11:10	75.31327	40.18692	12.839	57.1
2019-09-22T11:20	75.33253	40.30608	12.894	57.4
2019-09-22T11:30	75.35147	40.42445	12.760	57.6
2019-09-22T11:40	75.37043	40.54292	12.760	57.6
2019-09-22T11:50	75.38916	40.66123	12.693	57.8
2019-09-22T12:00	75.40777	40.77774	12.520	57.6
2019-09-22T12:10	75.42646	40.89630	12.679	57.9
2019-09-22T12:20	75.44490	41.01561	12.680	58.4
2019-09-22T12:30	75.46348	41.13467	12.676	58.1
2019-09-22T12:40	75.48204	41.25408	12.686	58.2
2019-09-22T12:50	75.50025	41.37257	12.540	58.4
2019-09-22T13:00	75.51823	41.49100	12.479	58.7
2019-09-22T13:10	75.53626	41.60986	12.512	58.7
2019-09-22T13:20	75.55436	41.72964	12.583	58.8
2019-09-22T13:30	75.57285	41.85174	12.825	58.7
2019-09-22T13:40	75.59113	41.97444	12.818	59.0
2019-09-22T13:50	75.60920	42.09585	12.669	59.0
2019-09-22T14:00	75.62692	42.21767	12.625	59.6
2019-09-22T14:10	75.64472	42.33867	12.567	59.3
2019-09-22T14:20	75.66296	42.46167	12.788	59.0
2019-09-22T14:30	75.68086	42.58667	12.867	59.9
2019-09-22T14:40	75.69872	42.71129	12.821	59.8
2019-09-22T14:50	75.71663	42.83634	12.849	59.8
2019-09-22T15:00	75.73465	42.96285	12.972	59.9
2019-09-22T15:10	75.75269	43.08846	12.892	59.7
2019-09-22T15:20	75.77014	43.21451	12.810	60.6
2019-09-22T15:30	75.78772	43.34077	12.836	60.4
2019-09-22T15:40	75.80527	43.46721	12.834	60.4
2019-09-22T15:50	75.82288	43.59392	12.854	60.4
2019-09-22T16:00	75.84079	43.72071	12.900	60.0
2019-09-22T16:10	75.85869	43.84724	12.867	59.9
2019-09-22T16:20	75.87651	43.97378	12.842	60.0
2019-09-22T16:30	75.89212	44.10263	12.633	63.5
2019-09-22T16:40	75.90927	44.23139	12.871	61.3
2019-09-22T16:50	75.92625	44.36060	12.865	61.6
2019-09-22T17:00	75.94330	44.49021	12.895	61.5
2019-09-22T17:10	75.96035	44.61989	12.890	61.5
2019-09-22T17:20	75.97722	44.74862	12.773	61.6
2019-09-22T17:30	75.99416	44.87840	12.855	61.6
2019-09-22T17:40	76.01093	45.00870	12.832	61.9
2019-09-22T17:50	76.02802	45.13777	12.804	61.2
2019-09-22T18:00	76.04395	45.26950	12.802	63.3
2019-09-22T18:10	76.06027	45.39822	12.622	62.2
2019-09-22T18:20	76.07635	45.52642	12.530	62.4
2019-09-22T18:30	76.09220	45.65509	12.519	62.8
2019-09-22T18:40	76.10798	45.78281	12.421	62.7
2019-09-22T18:50	76.12364	45.90964	12.323	62.7
2019-09-22T19:00	76.13942	46.03786	12.439	62.8
2019-09-22T19:10	76.15515	46.16785	12.556	63.1
2019-09-22T19:20	76.17070	46.29740	12.482	63.3
2019-09-22T19:30	76.18608	46.42624	12.388	63.4
2019-09-22T19:40	76.20141	46.55492	12.358	63.4
2019-09-22T19:50	76.21685	46.68393	12.389	63.3
2019-09-22T20:00	76.23201	46.81400	12.417	63.9
2019-09-22T20:10	76.24700	46.94282	12.281	63.9
2019-09-22T20:20	76.26192	47.07236	12.315	64.1
2019-09-22T20:30	76.27710	47.20330	12.454	63.9
2019-09-22T20:40	76.29219	47.33387	12.400	64.0
2019-09-22T20:50	76.30708	47.46708	12.562	64.7
2019-09-22T21:00	76.32190	47.59904	12.443	64.6
2019-09-22T21:10	76.33669	47.73011	12.359	64.4
2019-09-22T21:20	76.35143	47.86153	12.368	64.5
2019-09-22T21:30	76.36585	47.99189	12.227	64.8
2019-09-22T21:40	76.38005	48.12226	12.183	65.1
2019-09-22T21:50	76.39422	48.25326	12.218	65.2
2019-09-22T22:00	76.40849	48.38479	12.263	65.2
2019-09-22T22:10	76.42275	48.51691	12.296	65.3
2019-09-22T22:20	76.43684	48.64782	12.168	65.3
2019-09-22T22:30	76.45076	48.77996	12.226	65.7
2019-09-22T22:40	76.46497	48.91576	12.541	65.8
2019-09-22T22:50	76.47894	49.04940	12.328	65.9
2019-09-22T23:00	76.49318	49.18536	12.535	65.8
2019-09-22T23:10	76.50722	49.32129	12.494	66.1
2019-09-22T23:20	76.52102	49.45770	12.485	66.5
2019-09-22T23:30	76.53463	49.59246	12.321	66.5
2019-09-22T23:40	76.54853	49.72943	12.521	66.4
2019-09-22T23:50	76.56233	49.86614	12.477	66.5
2019-09-23T00:00	76.57606	50.00448	12.580	66.8
2019-09-23T00:10	76.58970	50.14442	12.682	67.1
2019-09-23T00:20	76.60345	50.28489	12.725	67.0
2019-09-23T00:30	76.61699	50.42396	12.579	67.1
2019-09-23T00:40	76.63018	50.55842	12.165	67.0
2019-09-23T00:50	76.64329	50.69668	12.437	67.6
2019-09-23T01:00	76.65608	50.83391	12.303	68.0
2019-09-23T01:10	76.66902	50.97056	12.269	67.6
2019-09-23T01:20	76.68199	51.10874	12.380	67.8
2019-09-23T01:30	76.69476	51.24381	12.104	67.6
2019-09-23T01:40	76.70705	51.37952	12.081	68.4
2019-09-23T01:50	76.71948	51.51627	12.168	68.4
2019-09-23T02:00	76.73172	51.65111	11.987	68.4
2019-09-23T02:10	76.74402	51.78647	12.026	68.3
2019-09-23T02:20	76.75625	51.92208	12.026	68.5
2019-09-23T02:30	76.76832	52.06011	12.183	69.0
2019-09-23T02:40	76.78036	52.19837	12.185	69.1
2019-09-23T02:50	76.79232	52.33562	12.089	69.1
2019-09-23T03:00	76.80469	52.47719	12.463	69.0
2019-09-23T03:10	76.81679	52.61791	12.355	69.3
2019-09-23T03:20	76.82868	52.75860	12.315	69.6
2019-09-23T03:30	76.84053	52.89917	12.293	69.6
2019-09-23T03:40	76.85229	53.04023	12.308	69.8
2019-09-23T03:50	76.86400	53.17920	12.133	69.6
2019-09-23T04:00	76.87523	53.31589	11.889	70.1
2019-09-23T04:10	76.88626	53.45163	11.783	70.2
2019-09-23T04:20	76.89743	53.59015	12.005	70.4
2019-09-23T04:30	76.90855	53.72833	11.963	70.4
2019-09-23T04:40	76.91964	53.86581	11.897	70.3
2019-09-23T04:50	76.93071	54.00571	12.072	70.6
2019-09-23T05:00	76.94114	54.14152	11.674	71.2
2019-09-23T05:10	76.95190	54.27945	11.867	70.9
2019-09-23T05:20	76.96240	54.41696	11.796	71.2
2019-09-23T05:30	76.97323	54.55784	12.085	71.1
2019-09-23T05:40	76.99374	54.67531	12.054	52.2
2019-09-23T05:50	77.01611	54.78585	12.040	48.0
2019-09-23T06:00	77.03841	54.89627	12.005	48.0
2019-09-23T06:10	77.05979	55.00219	11.503	47.9
2019-09-23T06:20	77.08182	55.11098	11.821	47.8
2019-09-23T06:30	77.10340	55.21851	11.625	48.0
2019-09-23T06:40	77.12515	55.32620	11.666	47.8
2019-09-23T06:50	77.14709	55.43598	11.826	48.0
2019-09-23T07:00	77.16918	55.54668	11.905	48.0
2019-09-23T07:10	77.19126	55.65710	11.874	47.9
2019-09-23T07:20	77.21257	55.76424	11.486	48.0
2019-09-23T07:30	77.23431	55.87328	11.688	47.9
2019-09-23T07:40	77.25545	55.98549	11.726	49.5
2019-09-23T07:50	77.27243	56.11084	11.678	58.4
2019-09-23T08:00	77.29086	56.22831	11.435	54.5
2019-09-23T08:10	77.30921	56.34368	11.271	54.1
2019-09-23T08:20	77.32780	56.46215	11.511	54.4
2019-09-23T08:30	77.34574	56.57598	11.066	54.2
2019-09-23T08:40	77.36350	56.68892	10.960	54.3
2019-09-23T08:50	77.38186	56.80568	11.319	54.2
2019-09-23T09:00	77.39976	56.92095	11.120	54.5
2019-09-23T09:10	77.41803	57.03727	11.252	54.2
2019-09-23T09:20	77.43676	57.15673	11.539	54.2
2019-09-23T09:30	77.45539	57.27632	11.515	54.3
2019-09-23T09:40	77.47392	57.39543	11.453	54.3
2019-09-23T09:50	77.49301	57.51792	11.771	54.2
2019-09-23T10:00	77.51162	57.63815	11.517	54.4
2019-09-23T10:10	77.53018	57.75764	11.451	54.2
2019-09-23T10:20	77.54865	57.87719	11.422	54.3
2019-09-23T10:30	77.56685	57.99452	11.215	54.2
2019-09-23T10:40	77.58608	58.11878	11.858	54.2
2019-09-23T10:50	77.60553	58.24523	12.029	54.3
2019-09-23T11:00	77.62489	58.37134	11.976	54.3
2019-09-23T11:10	77.64394	58.49554	11.779	54.3
2019-09-23T11:20	77.66264	58.61648	11.490	54.1
2019-09-23T11:30	77.68136	58.73907	11.586	54.4
2019-09-23T11:40	77.70030	58.86272	11.687	54.2
2019-09-23T11:50	77.71936	58.98765	11.780	54.3
2019-09-23T12:00	77.73794	59.10920	11.458	54.2
2019-09-23T12:10	77.75707	59.23411	11.769	54.1
2019-09-23T12:20	77.77591	59.35883	11.686	54.5
2019-09-23T12:30	77.79512	59.48469	11.823	54.1
2019-09-23T12:40	77.81387	59.60881	11.605	54.4
2019-09-23T12:50	77.83199	59.72849	11.187	54.3
2019-09-23T13:00	77.84994	59.84747	11.100	54.3
2019-09-23T13:10	77.86856	59.97022	11.460	54.1
2019-09-23T13:20	77.88688	60.09212	11.333	54.4
2019-09-23T13:30	77.90586	60.21788	11.698	54.2
2019-09-23T13:40	77.92462	60.34295	11.598	54.3
2019-09-23T13:50	77.94280	60.46428	11.237	54.3
2019-09-23T14:00	77.96086	60.58460	11.136	54.2
2019-09-23T14:10	77.97926	60.70764	11.364	54.3
2019-09-23T14:20	77.99756	60.83047	11.319	54.3
2019-09-23T14:30	78.01601	60.95452	11.396	54.3
2019-09-23T14:40	78.03459	61.07836	11.415	54.1
2019-09-23T14:50	78.05289	61.20218	11.346	54.4
2019-09-23T15:00	78.07137	61.32604	11.373	54.1
2019-09-23T15:10	78.08956	61.44880	11.235	54.3
2019-09-23T15:20	78.10795	61.57284	11.343	54.2
2019-09-23T15:30	78.12651	61.69862	11.472	54.3
2019-09-23T15:40	78.14523	61.82564	11.569	54.3
2019-09-23T15:50	78.16368	61.95068	11.381	54.2
2019-09-23T16:00	78.18260	62.07968	11.706	54.3
2019-09-23T16:10	78.20149	62.20832	11.666	54.3
2019-09-23T16:20	78.22018	62.33562	11.531	54.2
2019-09-23T16:30	78.23879	62.46213	11.457	54.1
2019-09-23T16:40	78.25757	62.59144	11.646	54.4
2019-09-23T16:50	78.27646	62.71990	11.606	54.1
2019-09-23T17:00	78.29466	62.84549	11.281	54.4
2019-09-23T17:10	78.31334	62.97404	11.543	54.3
2019-09-23T17:20	78.33242	63.10437	11.723	54.0
2019-09-23T17:30	78.35151	63.23649	11.816	54.4
2019-09-23T17:40	78.36995	63.36420	11.408	54.3
2019-09-23T17:50	78.38853	63.49225	11.445	54.2
2019-09-23T18:00	78.40738	63.62313	11.656	54.3
2019-09-23T18:10	78.42616	63.75345	11.597	54.3
2019-09-23T18:20	78.44440	63.87948	11.220	54.1
2019-09-23T18:30	78.46257	64.00688	11.274	54.5
2019-09-23T18:40	78.48163	64.13906	11.728	54.1
2019-09-23T18:50	78.50008	64.26844	11.424	54.4
2019-09-23T19:00	78.51854	64.39726	11.381	54.2
2019-09-23T19:10	78.53634	64.52297	11.051	54.5
2019-09-23T19:20	78.55549	64.65607	11.753	54.0
2019-09-23T19:30	78.57402	64.78674	11.466	54.4
2019-09-23T19:40	78.59253	64.91669	11.410	54.2
2019-09-23T19:50	78.61107	65.04770	11.467	54.3
2019-09-23T20:00	78.62929	65.17649	11.257	54.3
2019-09-23T20:10	78.64797	65.30826	11.516	54.2
2019-09-23T20:20	78.66625	65.43751	11.272	54.2
2019-09-23T20:30	78.68427	65.56564	11.144	54.3
2019-09-23T20:40	78.70174	65.68993	10.796	54.3
2019-09-23T20:50	78.72008	65.82034	11.317	54.2
2019-09-23T21:00	78.73835	65.95028	11.263	54.2
2019-09-23T21:10	78.75641	66.07921	11.151	54.3
2019-09-23T21:20	78.77393	66.20559	10.880	54.5
2019-09-23T21:30	78.79113	66.32832	10.595	54.2
2019-09-23T21:40	78.80894	66.45586	10.986	54.2
2019-09-23T21:50	78.82672	66.58382	10.991	54.3
2019-09-23T22:00	78.84445	66.71087	10.918	54.2
2019-09-23T22:10	78.86203	66.83757	10.855	54.3
2019-09-23T22:20	78.88018	66.96832	11.192	54.2
2019-09-23T22:30	78.89858	67.10219	11.409	54.4
2019-09-23T22:40	78.91633	67.23086	10.969	54.3
2019-09-23T22:50	78.93405	67.35910	10.925	54.2
2019-09-23T23:00	78.95201	67.48928	11.074	54.2
2019-09-23T23:10	78.96985	67.61844	10.978	54.1
2019-09-23T23:20	78.98788	67.75045	11.168	54.4
2019-09-23T23:30	79.00593	67.88232	11.151	54.3
2019-09-23T23:40	79.02375	68.01286	11.019	54.3
2019-09-23T23:50	79.04195	68.14549	11.201	54.1
2019-09-24T00:00	79.06006	68.27802	11.165	54.2
2019-09-24T00:10	79.07731	68.40560	10.698	54.5
2019-09-24T00:20	79.09554	68.53932	11.232	54.2
2019-09-24T00:30	79.11238	68.67614	11.112	56.9
2019-09-24T00:40	79.12861	68.81472	11.085	58.1
2019-09-24T00:50	79.14498	68.95388	11.130	58.0
2019-09-24T01:00	79.16161	69.09532	11.300	57.9
2019-09-24T01:10	79.17820	69.23710	11.299	58.0
2019-09-24T01:20	79.19460	69.37759	11.177	58.0
2019-09-24T01:30	79.21126	69.52000	11.325	57.9
2019-09-24T01:40	79.22804	69.66371	11.409	58.0
2019-09-24T01:50	79.24535	69.81164	11.738	57.9
